companyCode,fiscalYear,id,accountingDocumentItem,clearingDate,clearingAccountingDocument,clearingDocFiscalYear,amountInTransactionCurrency,transactionCurrency,amountInCompanyCodeCurrency,companyCodeCurrency,customer,invoice_id,invoiceReferenceFiscalYear,salesDocument,salesDocumentItem,postingDate,documentDate,assignmentReference,glAccount,financialAccountType,profitCenter,costCenter
ABCD,2025,9400000220,1,2025-04-02T00:00:00.000Z,9400635977,2025,897.03,INR,897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000226,1,2025-04-02T00:00:00.000Z,9400635973,2025,897.0,INR,897.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000231,1,2025-04-02T00:00:00.000Z,9400635969,2025,897.03,INR,897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000238,1,2025-04-02T00:00:00.000Z,9400635964,2025,597.0,INR,597.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000239,1,2025-04-02T00:00:00.000Z,9400635963,2025,1017.03,INR,1017.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000240,1,2025-04-02T00:00:00.000Z,9400635962,2025,897.03,INR,897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000243,1,2025-04-02T00:00:00.000Z,9400635960,2025,536.97,INR,536.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000246,1,2025-04-02T00:00:00.000Z,9400635958,2025,1167.0,INR,1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000247,1,2025-04-02T00:00:00.000Z,9400635957,2025,783.03,INR,783.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000268,1,2025-04-02T00:00:00.000Z,9400635943,2025,1194.03,INR,1194.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000270,1,2025-04-02T00:00:00.000Z,9400635942,2025,678.03,INR,678.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000271,1,2025-04-02T00:00:00.000Z,9400635941,2025,1614.0,INR,1614.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000272,1,2025-04-02T00:00:00.000Z,9400635940,2025,1494.0,INR,1494.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000274,1,2025-04-02T00:00:00.000Z,9400635939,2025,1493.97,INR,1493.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000275,1,2025-04-02T00:00:00.000Z,9400635938,2025,897.03,INR,897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000277,1,2025-04-02T00:00:00.000Z,9400635937,2025,761.97,INR,761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000281,1,2025-04-02T00:00:00.000Z,9400635934,2025,761.97,INR,761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000284,1,2025-04-02T00:00:00.000Z,9400635932,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000285,1,2025-04-02T00:00:00.000Z,9400635931,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000286,1,2025-04-02T00:00:00.000Z,9400635930,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000287,1,2025-04-02T00:00:00.000Z,9400635929,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000289,1,2025-04-02T00:00:00.000Z,9400635928,2025,729.0,INR,729.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000290,1,2025-04-02T00:00:00.000Z,9400635927,2025,765.0,INR,765.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000291,1,2025-04-02T00:00:00.000Z,9400635926,2025,765.0,INR,765.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000293,1,2025-04-02T00:00:00.000Z,9400635925,2025,1494.0,INR,1494.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000294,1,2025-04-02T00:00:00.000Z,9400635924,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000296,1,2025-04-02T00:00:00.000Z,9400635923,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000298,1,2025-04-02T00:00:00.000Z,9400635921,2025,761.97,INR,761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000299,1,2025-04-02T00:00:00.000Z,9400635920,2025,1886.97,INR,1886.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000301,1,2025-04-02T00:00:00.000Z,9400635919,2025,1644.03,INR,1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172473,1,2025-05-16T00:00:00.000Z,9400635861,2025,591.18,INR,591.18,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172475,1,2025-05-16T00:00:00.000Z,9400635859,2025,1355.46,INR,1355.46,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172476,1,2025-05-16T00:00:00.000Z,9400635858,2025,633.66,INR,633.66,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172477,1,2025-05-16T00:00:00.000Z,9400635857,2025,870.48,INR,870.48,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172478,1,2025-05-16T00:00:00.000Z,9400635856,2025,899.16,INR,899.16,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172479,1,2025-05-16T00:00:00.000Z,9400635855,2025,1058.46,INR,1058.46,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400172480,1,2025-05-16T00:00:00.000Z,9400635854,2025,2088.42,INR,2088.42,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635986,1,2025-04-02T00:00:00.000Z,9400635986,2025,-885.0,INR,-885.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635987,1,2025-04-02T00:00:00.000Z,9400635987,2025,-783.03,INR,-783.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635988,1,2025-04-02T00:00:00.000Z,9400635988,2025,-813.0,INR,-813.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000205,1,2025-04-02T00:00:00.000Z,9400635988,2025,813.0,INR,813.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000206,1,2025-04-02T00:00:00.000Z,9400635987,2025,783.03,INR,783.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000208,1,2025-04-02T00:00:00.000Z,9400635986,2025,885.0,INR,885.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000209,1,2025-04-02T00:00:00.000Z,9400635985,2025,882.0,INR,882.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000211,1,2025-04-02T00:00:00.000Z,9400635984,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000212,1,2025-04-02T00:00:00.000Z,9400635983,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000213,1,2025-04-02T00:00:00.000Z,9400635982,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000216,1,2025-04-02T00:00:00.000Z,9400635980,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000218,1,2025-04-02T00:00:00.000Z,9400635979,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000219,1,2025-04-02T00:00:00.000Z,9400635978,2025,1167.0,INR,1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000222,1,2025-04-02T00:00:00.000Z,9400635976,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000223,1,2025-04-02T00:00:00.000Z,9400635975,2025,1167.0,INR,1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000224,1,2025-04-02T00:00:00.000Z,9400635974,2025,1287.0,INR,1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000227,1,2025-04-02T00:00:00.000Z,9400635972,2025,761.97,INR,761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000228,1,2025-04-02T00:00:00.000Z,9400635971,2025,657.0,INR,657.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000229,1,2025-04-02T00:00:00.000Z,9400635970,2025,1590.3,INR,1590.3,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000232,1,2025-04-02T00:00:00.000Z,9400635968,2025,765.0,INR,765.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000233,1,2025-04-02T00:00:00.000Z,9400635967,2025,636.0,INR,636.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000235,1,2025-04-02T00:00:00.000Z,9400635966,2025,761.97,INR,761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000241,1,2025-04-02T00:00:00.000Z,9400635961,2025,638.4,INR,638.4,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000244,1,2025-04-02T00:00:00.000Z,9400635959,2025,7199.1,INR,7199.1,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000250,1,2025-04-02T00:00:00.000Z,9400635956,2025,1986.42,INR,1986.42,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000278,1,2025-04-02T00:00:00.000Z,9400635936,2025,2983.95,INR,2983.95,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000280,1,2025-04-02T00:00:00.000Z,9400635935,2025,1161.03,INR,1161.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000282,1,2025-04-02T00:00:00.000Z,9400635933,2025,1677.03,INR,1677.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000297,1,2025-04-02T00:00:00.000Z,9400635922,2025,2247.03,INR,2247.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400000302,1,2025-04-02T00:00:00.000Z,9400635918,2025,3864.03,INR,3864.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635854,1,2025-05-16T00:00:00.000Z,9400635854,2025,-2088.42,INR,-2088.42,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635855,1,2025-05-16T00:00:00.000Z,9400635855,2025,-1058.46,INR,-1058.46,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635856,1,2025-05-16T00:00:00.000Z,9400635856,2025,-899.16,INR,-899.16,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635857,1,2025-05-16T00:00:00.000Z,9400635857,2025,-870.48,INR,-870.48,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635858,1,2025-05-16T00:00:00.000Z,9400635858,2025,-633.66,INR,-633.66,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635859,1,2025-05-16T00:00:00.000Z,9400635859,2025,-1355.46,INR,-1355.46,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635861,1,2025-05-16T00:00:00.000Z,9400635861,2025,-591.18,INR,-591.18,INR,320000082,,,,,2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635918,1,2025-04-02T00:00:00.000Z,9400635918,2025,-3864.03,INR,-3864.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635919,1,2025-04-02T00:00:00.000Z,9400635919,2025,-1644.03,INR,-1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635920,1,2025-04-02T00:00:00.000Z,9400635920,2025,-1886.97,INR,-1886.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635921,1,2025-04-02T00:00:00.000Z,9400635921,2025,-761.97,INR,-761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635922,1,2025-04-02T00:00:00.000Z,9400635922,2025,-2247.03,INR,-2247.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635923,1,2025-04-02T00:00:00.000Z,9400635923,2025,-1644.03,INR,-1644.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635946,1,2025-04-02T00:00:00.000Z,9400635946,2025,-1704.3,INR,-1704.3,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635947,1,2025-04-02T00:00:00.000Z,9400635947,2025,-2986.77,INR,-2986.77,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635948,1,2025-04-02T00:00:00.000Z,9400635948,2025,-1493.97,INR,-1493.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635949,1,2025-04-02T00:00:00.000Z,9400635949,2025,-897.03,INR,-897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635950,1,2025-04-02T00:00:00.000Z,9400635950,2025,-1329.0,INR,-1329.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635951,1,2025-04-02T00:00:00.000Z,9400635951,2025,-636.0,INR,-636.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635952,1,2025-04-02T00:00:00.000Z,9400635952,2025,-1556.97,INR,-1556.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635953,1,2025-04-02T00:00:00.000Z,9400635953,2025,-1556.97,INR,-1556.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635954,1,2025-04-02T00:00:00.000Z,9400635954,2025,-1521.0,INR,-1521.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635955,1,2025-04-02T00:00:00.000Z,9400635955,2025,-1497.0,INR,-1497.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635956,1,2025-04-02T00:00:00.000Z,9400635956,2025,-1986.42,INR,-1986.42,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635957,1,2025-04-02T00:00:00.000Z,9400635957,2025,-783.03,INR,-783.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635958,1,2025-04-02T00:00:00.000Z,9400635958,2025,-1167.0,INR,-1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635959,1,2025-04-02T00:00:00.000Z,9400635959,2025,-7199.1,INR,-7199.1,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635960,1,2025-04-02T00:00:00.000Z,9400635960,2025,-536.97,INR,-536.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635961,1,2025-04-02T00:00:00.000Z,9400635961,2025,-638.4,INR,-638.4,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635962,1,2025-04-02T00:00:00.000Z,9400635962,2025,-897.03,INR,-897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635963,1,2025-04-02T00:00:00.000Z,9400635963,2025,-1017.03,INR,-1017.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635964,1,2025-04-02T00:00:00.000Z,9400635964,2025,-597.0,INR,-597.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635965,1,2025-04-02T00:00:00.000Z,9400635965,2025,-1100.1,INR,-1100.1,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635966,1,2025-04-02T00:00:00.000Z,9400635966,2025,-761.97,INR,-761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635967,1,2025-04-02T00:00:00.000Z,9400635967,2025,-636.0,INR,-636.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635968,1,2025-04-02T00:00:00.000Z,9400635968,2025,-765.0,INR,-765.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635969,1,2025-04-02T00:00:00.000Z,9400635969,2025,-897.03,INR,-897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635970,1,2025-04-02T00:00:00.000Z,9400635970,2025,-1590.3,INR,-1590.3,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635971,1,2025-04-02T00:00:00.000Z,9400635971,2025,-657.0,INR,-657.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635972,1,2025-04-02T00:00:00.000Z,9400635972,2025,-761.97,INR,-761.97,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635973,1,2025-04-02T00:00:00.000Z,9400635973,2025,-897.0,INR,-897.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635974,1,2025-04-02T00:00:00.000Z,9400635974,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635975,1,2025-04-02T00:00:00.000Z,9400635975,2025,-1167.0,INR,-1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635976,1,2025-04-02T00:00:00.000Z,9400635976,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635977,1,2025-04-02T00:00:00.000Z,9400635977,2025,-897.03,INR,-897.03,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635978,1,2025-04-02T00:00:00.000Z,9400635978,2025,-1167.0,INR,-1167.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635979,1,2025-04-02T00:00:00.000Z,9400635979,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635980,1,2025-04-02T00:00:00.000Z,9400635980,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635981,1,2025-04-02T00:00:00.000Z,9400635981,2025,-966.0,INR,-966.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635982,1,2025-04-02T00:00:00.000Z,9400635982,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635983,1,2025-04-02T00:00:00.000Z,9400635983,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635984,1,2025-04-02T00:00:00.000Z,9400635984,2025,-1287.0,INR,-1287.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
ABCD,2025,9400635985,1,2025-04-02T00:00:00.000Z,9400635985,2025,-882.0,INR,-882.0,INR,320000083,,,,,2025-04-02T00:00:00.000Z,2025-04-02T00:00:00.000Z,,15500020,D,ABC001,
